430,22.61039,114.20997,22.61573,114.21054
493,22.6244,114.0544,22.62644,114.05548
187,22.6244,114.0544,22.61964,114.05355
160,22.6244,114.0544,22.62445,114.05438
127,22.73372,114.05176,22.73515,114.04727
383,22.73372,114.05176,22.73776,114.05093
470,22.73372,114.05176,22.73735,114.05149
159,22.73372,114.05176,22.7344,114.0418
419,22.63171,114.04627,22.63474,114.04956
226,22.63171,114.04627,22.6323,114.046
132,22.63576,114.16087,22.637,114.1604
317,22.612,114.1104,22.61581,114.11318
458,22.68969,114.36086,22.68341,114.36337
191,22.68969,114.36086,22.68347,114.3576
273,22.68969,114.36086,22.6879,114.35705
297,22.68969,114.36086,22.69025,114.36285
166,22.62885,114.05485,22.62875,114.05322
310,22.71557,114.38496,22.71627,114.37501
466,22.71557,114.38496,22.72285,114.37888
262,22.71557,114.38496,22.7178,114.3882
423,22.71557,114.38496,22.7254,114.3833
339,22.5677,114.1366,22.56773,114.13655
273,22.65427,114.19579,22.6518,114.194
119,22.65427,114.19579,22.6528,114.1987
246,22.69539,114.35399,22.6923,114.3494
246,22.74842,114.01351,22.74389,114.01364
440,22.74842,114.01351,22.74674,114.01108
343,22.61332,114.11654,22.61581,114.11318
466,22.66753,114.35597,22.67027,114.35505
152,22.57165,114.13386,22.5677,114.1366
433,22.57165,114.13386,22.57317,114.13097
341,22.73143,114.04429,22.73364,114.03814
113,22.73143,114.04429,22.7344,114.0418
414,22.6412,114.164,22.64593,114.16574
323,22.6412,114.164,22.64011,114.16697
417,22.6412,114.164,22.6444,114.1688
254,22.72052,114.25582,22.71916,114.25201
498,22.72052,114.25582,22.72242,114.25332
415,22.72052,114.25582,22.71653,114.25601
162,22.781,114.2957,22.78338,114.29235
393,22.69293,114.35683,22.68341,114.36337
223,22.69293,114.35683,22.69676,114.35806
380,22.69293,114.35683,22.68347,114.3576
177,22.75251,114.36521,22.75126,114.36109
385,22.75251,114.36521,22.7577,114.362
167,22.75251,114.36521,22.75143,114.36835
325,22.70813,114.22692,22.7051,114.22427
428,22.74528,114.36383,22.7496,114.3642
305,22.74528,114.36383,22.7465,114.36782
340,22.74528,114.36383,22.74023,114.36671
440,22.74528,114.36383,22.74491,114.36149
227,22.7452,114.047,22.74755,114.05002
465,22.7452,114.047,22.75246,114.04014
369,22.71253,114.10847,22.71718,114.10909
492,22.71253,114.10847,22.71335,114.11419
199,22.73532,114.34753,22.7378,114.3494
490,22.743,114.0056,22.74291,114.00525
233,22.743,114.0056,22.74538,114.00489
287,22.743,114.0056,22.74567,114.00696
159,22.7469,114.275,22.74501,114.27549
291,22.7469,114.275,22.74645,114.26968
357,22.7469,114.275,22.75301,114.28025
360,22.7469,114.275,22.74951,114.27103
205,22.69996,114.12369,22.70231,114.11805
359,22.69996,114.12369,22.6998,114.1216
118,22.69996,114.12369,22.69884,114.12569
268,22.69996,114.12369,22.69548,114.12524
289,22.71248,114.35062,22.71931,114.34701
470,22.71248,114.35062,22.7093,114.3439
352,22.71248,114.35062,22.71661,114.35788
255,22.60829,114.17103,22.60706,114.16755
481,22.76147,114.02307,22.7572,114.0278
325,22.76147,114.02307,22.76638,114.03102
354,22.7314,114.22797,22.7314,114.2256
274,22.75931,114.35792,22.75251,114.36521
195,22.75931,114.35792,22.75464,114.35738
330,22.75931,114.35792,22.7644,114.3613
343,22.75931,114.35792,22.76424,114.35405
211,22.75931,114.35792,22.7577,114.362
298,22.67605,114.11554,22.66897,114.11636
457,22.67605,114.11554,22.67723,114.11845
338,22.67605,114.11554,22.67383,114.10956
310,22.67605,114.11554,22.68019,114.11401
144,22.67605,114.11554,22.6707,114.113
136,22.67605,114.11554,22.67266,114.12019
489,22.70948,114.12543,22.70584,114.12616
271,22.70948,114.12543,22.71457,114.12925
253,22.65992,114.18571,22.66392,114.18619
428,22.65992,114.18571,22.65673,114.18737
240,22.65992,114.18571,22.65867,114.17538
221,22.77247,114.28863,22.77363,114.29248
208,22.7309,114.0962,22.73091,114.09622
384,22.77363,114.29248,22.77247,114.28863
223,22.77363,114.29248,22.77405,114.2939
176,22.77363,114.29248,22.76885,114.29241
281,22.66392,114.18619,22.65992,114.18571
400,22.70628,114.10632,22.70005,114.10864
422,22.70628,114.10632,22.70461,114.10307
171,22.7272,114.2845,22.72523,114.28443
405,22.7272,114.2845,22.72962,114.28197
310,22.7889,114.2947,22.7888,114.2943
424,22.64824,114.03949,22.65144,114.03976
221,22.64824,114.03949,22.64902,114.03751
248,22.68541,114.15429,22.684,114.1552
290,22.68541,114.15429,22.67728,114.15332
132,22.7174,114.0902,22.72079,114.09222
492,22.77794,114.27396,22.77177,114.26908
394,22.65584,114.04444,22.65941,114.04301
390,22.65584,114.04444,22.66223,114.04426
309,22.65584,114.04444,22.6605,114.0412
376,22.65584,114.04444,22.65562,114.04796
131,22.65584,114.04444,22.65144,114.03976
163,22.65584,114.04444,22.65377,114.04546
264,22.72892,114.2323,22.72137,114.2345
449,22.72892,114.2323,22.72851,114.23103
280,22.72892,114.2323,22.7269,114.23877
290,22.72892,114.2323,22.73385,114.23653
186,22.6437,114.1819,22.6371,114.1886
358,22.6437,114.1819,22.6458,114.1857
401,22.6437,114.1819,22.64622,114.17864
299,22.6437,114.1819,22.64052,114.17689
239,22.6437,114.1819,22.64241,114.18436
276,22.6305,114.02827,22.62736,114.02641
439,22.6305,114.02827,22.6306,114.0284
404,22.7253,114.0601,22.72702,114.05415
167,22.63057,114.0284,22.6305,114.02827
185,22.62736,114.02641,22.62758,114.02849
410,22.71381,114.23018,22.71465,114.22983
223,22.73874,114.22446,22.74834,114.22662
218,22.73874,114.22446,22.73594,114.22048
267,22.73874,114.22446,22.74253,114.22767
250,22.73874,114.22446,22.7314,114.2256
118,22.73874,114.22446,22.73692,114.21945
475,22.73539,114.01696,22.73333,114.01937
244,22.7708,114.2831,22.76206,114.27998
302,22.66091,114.20901,22.66574,114.20993
258,22.66091,114.20901,22.65848,114.20803
209,22.6361,114.1842,22.6361,114.1841
244,22.6361,114.1842,22.6371,114.1886
163,22.6361,114.1842,22.63991,114.18324
233,22.74221,114.02611,22.73565,114.03074
425,22.74221,114.02611,22.74852,114.02401
404,22.74221,114.02611,22.74067,114.03268
446,22.74221,114.02611,22.74074,114.03261
377,22.68031,114.20187,22.6784,114.204
186,22.65941,114.04301,22.65584,114.04444
190,22.65941,114.04301,22.658,114.0442
353,22.65941,114.04301,22.66223,114.04426
104,22.65941,114.04301,22.66829,114.04291
237,22.65941,114.04301,22.6605,114.0412
457,22.65941,114.04301,22.6644,114.0433
422,22.65941,114.04301,22.65562,114.04796
153,22.65941,114.04301,22.66661,114.04411
211,22.65941,114.04301,22.65144,114.03976
312,22.65941,114.04301,22.65944,114.03624
364,22.65941,114.04301,22.66271,114.03855
345,22.65941,114.04301,22.6628,114.0386
253,22.56529,114.16995,22.5653,114.17
120,22.56529,114.16995,22.56838,114.16742
265,22.6361,114.1841,22.6361,114.1842
335,22.6361,114.1841,22.6371,114.1886
494,22.6361,114.1841,22.63991,114.18324
199,22.6361,114.1841,22.63955,114.18651
213,22.60886,114.16074,22.60706,114.16755
226,22.7158,114.0404,22.71344,114.04107
403,22.7158,114.0404,22.71836,114.04032
168,22.6494,114.1855,22.64972,114.18283
277,22.57536,114.11637,22.58015,114.11963
258,22.57536,114.11637,22.57923,114.11774
119,22.57536,114.11637,22.57587,114.12084
449,22.57536,114.11637,22.57671,114.11891
119,22.57536,114.11637,22.57481,114.11653
338,22.57536,114.11637,22.5766,114.1154
389,22.5577,114.1376,22.55773,114.13761
291,22.70843,114.1187,22.70231,114.11805
332,22.70843,114.1187,22.71023,114.11745
235,22.70843,114.1187,22.7057,114.1161
147,22.70843,114.1187,22.71335,114.11419
184,22.66389,114.14835,22.65572,114.15098
159,22.66389,114.14835,22.6574,114.1441
148,22.71344,114.04107,22.7158,114.0404
391,22.6866,113.9921,22.68934,113.99266
268,22.6866,113.9921,22.68621,113.98956
262,22.6866,113.9921,22.6827,113.9929
259,22.71964,114.29838,22.71527,114.29727
194,22.59344,114.11267,22.59063,114.11067
174,22.59344,114.11267,22.59447,114.11522
459,22.66869,114.05794,22.669,114.0584
410,22.66869,114.05794,22.67222,114.05699
147,22.66869,114.05794,22.6722,114.057
102,22.70297,114.12474,22.69996,114.12369
234,22.5788,114.1312,22.57681,114.12805
230,22.73454,114.29863,22.73606,114.30257
472,22.73454,114.29863,22.73646,114.29496
453,22.6862,114.0071,22.68704,114.00422
169,22.6862,114.0071,22.6874,114.0073
286,22.72624,114.03827,22.73364,114.03814
306,22.72624,114.03827,22.7302,114.0303
325,22.6322,114.0581,22.63299,114.05532
266,22.6936,114.0219,22.68631,114.01755
298,22.6936,114.0219,22.70073,114.02853
146,22.6936,114.0219,22.69251,114.01997
325,22.6936,114.0219,22.70153,114.02426
408,22.73606,114.30257,22.73454,114.29863
119,22.73606,114.30257,22.73749,114.30891
302,22.63474,114.04956,22.63171,114.04627
197,22.63474,114.04956,22.63299,114.05532
